country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.011864154642253,0.9873037869646082,0.9899084954044706,1.0038929851626024,0.9867581507500998,0.9892996971749886,1.007296041884812,0.9989348652669976,0.9897612616706984,1.0098330137229747
1.029099938157464,0.9909423079930334,0.987921266126578,0.99334333663212,0.974073136751506,0.981526699028796,1.0129833158543202,0.996591798563044,0.9814262843621598,1.009866014064811
1.026479019776393,1.0042263049944793,1.0185755398563496,1.016731907856064,0.987507617928034,1.0068081105371292,1.0355276920107723,1.0272145898488485,0.9934131559618112,1.0258258057580902
1.0221315078158888,1.0184706257579923,1.0122283201068942,1.0224178663466754,0.9985466356601054,0.9993837861639708,1.0326905572523428,1.0391362762933345,0.9997877479257502,1.0367739720044011
1.003591511766719,1.0017015914037992,0.9895451513255182,1.0001431925531896,0.9869368089014798,0.9822628723656802,1.0137729507000173,1.0215614632219356,1.0010630352043624,1.0388875626434175
1.0097981209048863,0.9852357133358866,1.000791293368842,0.9987030495699618,0.9903737502284962,0.9987302520800354,1.011691846306404,1.0086393740509905,1.007716785535565,1.02666313070317
1.0142281124251735,0.9603277530188582,0.983271527907406,0.971083262155048,0.9733305200916474,0.9856581333155748,0.9994902159885592,0.9971269736753972,0.9884544164251026,1.0064989099664907
1.025479418684487,0.9649037613446092,0.9835645575626136,0.9655294640396908,0.9652377967461772,0.9695106642634058,0.9909614465128154,0.9951506724839267,1.0000247774185202,1.008016328372085
1.0195852458210013,0.96899998132446,0.9841810411350954,0.9818112018624192,0.97936854199261,0.9703702486256852,0.9936922176021438,1.0028519166744334,1.0042488034951442,1.0026380889337447
1.0235952157107902,0.9887159723440162,0.9966747415560578,1.0088377693888293,0.9862968916933702,0.99717740446956,1.0217481346555564,1.020631721983987,1.0107566386168667,0.9975331711288312
1.0394609691384564,0.9967234514898016,1.0001894477385551,1.0117693821052622,0.987502608348078,1.020961880244542,1.031883473349718,1.0306969201840603,1.0294426291104637,1.0157878371928928
1.0390490357961135,0.9986568172045543,0.9786689377310286,1.026188625126064,0.9897003134796664,1.0473105073762403,1.034953579384544,1.0327757805426045,1.0317494301728782,1.0264053006091212
1.0303365766871215,0.9873547495528556,0.9779548343035585,1.0122788796394977,0.9966809359969588,1.0378838670511272,1.0073799908278265,1.0375663705169431,1.012784431879698,1.0155431419861263
1.0212446421985664,1.0016416905685839,0.984685360427874,1.0212238406804934,1.004099776866442,1.0521219281383452,1.0072667025566575,1.0647728286641727,1.0129468147065432,1.0116953631124168
1.0381596927963648,1.0046793304622335,0.9937747027372817,1.02481624474203,0.9981675206705032,1.034095838525426,1.0205879512632077,1.071448446142834,1.0319766159715837,1.0202449960028055
1.0069905207315175,0.9986156300059614,0.9785344746637862,1.0054243482015874,0.96802964204485,1.018575633179656,1.0021769439973467,1.0777046180700136,1.027547332148819,0.99329328536424
1.0117417976746743,1.00570097161107,0.9644829080590516,1.0043036090780328,0.9655630590469402,1.0083190664766142,0.9927635686595458,1.0596292028914747,1.014619651452071,0.994580086124781
1.0194858144637935,0.9686510595307352,0.9562872046266918,0.9996132087250398,0.9378639968297104,0.9882278052433144,0.9686885635020752,1.0397611621843883,1.019543138385778,0.9843615667976134
1.0048065364161585,0.9500252811232353,0.9479325559194725,1.0137567943926364,0.9503846523861396,0.9826697433648116,0.9568706996674968,1.0273312206015512,0.9942507154178658,0.9703447671043464
