1.000000000000000000e+00,4.829917764394355828e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.829707243438720354e+01,9.860984790880592543e-01
1.000000000000000000e+00,4.825098418051205584e+01,9.800538007053475331e-01
1.000000000000000000e+00,4.818710224950303456e+01,9.682114670791289734e-01
1.000000000000000000e+00,4.808758187858973088e+01,9.732569345034064456e-01
1.000000000000000000e+00,4.800697991126781972e+01,9.691145994044956247e-01
1.000000000000000000e+00,4.791562858431891669e+01,9.739313305135028909e-01
1.000000000000000000e+00,4.784223022715319473e+01,9.762539734687624149e-01
1.000000000000000000e+00,4.777835364788470685e+01,9.855948559948770615e-01
1.000000000000000000e+00,4.774595460936993874e+01,9.837109480933160510e-01
1.000000000000000000e+00,4.770854135433838650e+01,9.673507101791035678e-01
1.000000000000000000e+00,4.762039535257084566e+01,9.658237969575902415e-01
1.000000000000000000e+00,4.753000889657170802e+01,9.841498598338815906e-01
1.000000000000000000e+00,4.750034945862422830e+01,9.923081663835391364e-01
1.000000000000000000e+00,4.749741246768181924e+01,9.888624695689355315e-01
1.000000000000000000e+00,4.748364479830077300e+01,9.756399203270675891e-01
1.000000000000000000e+00,4.742838896694708950e+01,9.716103206874591169e-01
1.000000000000000000e+00,4.736199409859759157e+01,9.732865452143231177e-01
1.000000000000000000e+00,4.730286655033021503e+01,9.766942654858803419e-01
1.000000000000000000e+00,4.725627818765766364e+01,9.780313773013247225e-01
1.000000000000000000e+00,4.721529908228891514e+01,9.858982987155924249e-01
1.000000000000000000e+00,4.720045276182739258e+01,9.882546444767610350e-01
1.000000000000000000e+00,4.719350967284244547e+01,9.883241998916663107e-01
1.000000000000000000e+00,4.718699154992045663e+01,9.890327720385864163e-01
1.000000000000000000e+00,4.718291050833415312e+01,9.880878697728281423e-01
1.000000000000000000e+00,4.717595592687607819e+01,9.949770498153946985e-01
1.000000000000000000e+00,4.719103370293285593e+01,1.001010373968613143e+00
1.000000000000000000e+00,4.722478295499539058e+01,1.000220117715868495e+00
1.000000000000000000e+00,4.725503391208137316e+01,9.903575098316340641e-01
1.000000000000000000e+00,4.725314514520248821e+01,9.934737038190140090e-01
1.000000000000000000e+00,4.726118527053701968e+01,9.830746816656070752e-01
1.000000000000000000e+00,4.723604059386803300e+01,9.841602562394422549e-01
1.000000000000000000e+00,4.721507634055549119e+01,9.835496957602238854e-01
1.000000000000000000e+00,4.719279535460302100e+01,1.004903556507964701e+00
1.000000000000000000e+00,4.723882771598844954e+01,1.005354151708459876e+00
1.000000000000000000e+00,4.728493130999358129e+01,1.008061591872776441e+00
1.000000000000000000e+00,4.733825454385479503e+01,1.008752407939254248e+00
1.000000000000000000e+00,4.739219528027759765e+01,1.011969925057560227e+00
1.000000000000000000e+00,4.745474083208333127e+01,1.022297516739736123e+00
1.000000000000000000e+00,4.754816494857291076e+01,1.013515225038909895e+00
1.000000000000000000e+00,4.761101067801660491e+01,1.016482619013601596e+00
1.000000000000000000e+00,4.768140634186603677e+01,1.001308754762582964e+00
1.000000000000000000e+00,4.770165136072859724e+01,1.004701311876383230e+00
1.000000000000000000e+00,4.773204868346154228e+01,1.016474031799090794e+00
1.000000000000000000e+00,4.779885056195473680e+01,1.016681240829679256e+00
1.000000000000000000e+00,4.786434053014410495e+01,1.026824048649278787e+00
1.000000000000000000e+00,4.796003683856270783e+01,1.037686056734947293e+00
1.000000000000000000e+00,4.808732809739853309e+01,1.025640162110315945e+00
